Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
31-Mar-21,EQ,"1,023.00","1,023.00",989.2,"1,016.90",994.6,991.45,"1,000.12","1,081.55",485.65,"37,80,505","3,78,09,46,572.65","78,230"
1-Apr-21,EQ,"1,000.00","1,007.80",986,991.45,990.2,992.15,994.99,"1,081.55",485.65,"35,55,291","3,53,74,85,541.65","81,967"
5-Apr-21,EQ,992,"1,007.20",978.2,992.15,998.6,997.7,996.23,"1,081.55",490,"51,18,272","5,09,89,79,277.25","1,10,183"
6-Apr-21,EQ,"1,006.00","1,008.00",988.55,997.7,992,991.35,998.14,"1,081.55",490,"23,95,572","2,39,11,25,209.15","72,684"
7-Apr-21,EQ,992,"1,005.65",982.1,991.35,"1,000.20","1,002.40",996.2,"1,081.55",490,"29,74,419","2,96,31,06,334.15","73,301"
8-Apr-21,EQ,"1,008.00","1,049.85","1,005.00","1,002.40","1,028.55","1,029.00","1,031.44","1,081.55",490,"67,37,118","6,94,89,39,994.25","1,50,807"
9-Apr-21,EQ,"1,028.95","1,056.80","1,016.55","1,029.00","1,051.00","1,053.00","1,040.36","1,081.55",490,"60,29,994","6,27,33,78,015.85","1,10,005"
12-Apr-21,EQ,"1,051.00","1,059.05","1,016.80","1,053.00","1,039.85","1,039.85","1,035.38","1,081.55",490,"78,96,295","8,17,56,35,553.55","1,38,618"
13-Apr-21,EQ,"1,045.00","1,050.25",983,"1,039.85","1,005.00","1,001.85","1,002.91","1,081.55",490,"64,48,995","6,46,77,68,163.90","1,20,182"
15-Apr-21,EQ,"1,001.85","1,007.80",970.3,"1,001.85",992,993.15,992.52,"1,081.55",490,"43,73,215","4,34,04,86,471.65","1,09,988"
16-Apr-21,EQ,998,"1,013.50",996,993.15,"1,005.00","1,010.30","1,005.79","1,081.55",490,"26,60,763","2,67,61,80,540.30","59,313"
19-Apr-21,EQ,999.1,"1,009.40",983.3,"1,010.30",996.05,"1,000.10",998.12,"1,081.55",490,"27,77,425","2,77,22,05,628.00","80,377"
20-Apr-21,EQ,996,"1,007.50",973.35,"1,000.10",980.9,983.4,986.91,"1,081.55",490,"40,28,636","3,97,58,99,486.85","80,344"
