Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
29-Jul-21,EQ,985.55,"1,009.00",985.55,983.1,"1,008.95","1,007.60","1,003.94","1,067.00",676.5,"47,32,101","4,75,07,30,526.40","1,50,281"
30-Jul-21,EQ,"1,013.00","1,049.95","1,009.90","1,007.60","1,022.30","1,024.95","1,035.19","1,067.00",676.5,"93,30,054","9,65,83,62,635.20","2,12,993"
2-Aug-21,EQ,"1,034.00","1,039.00","1,023.05","1,024.95","1,036.35","1,035.40","1,032.35","1,067.00",677.05,"25,36,478","2,61,85,34,297.00","1,09,469"
3-Aug-21,EQ,"1,030.00","1,042.95","1,024.00","1,035.40","1,039.00","1,039.45","1,035.03","1,067.00",677.05,"33,59,006","3,47,66,82,062.10","1,37,638"
4-Aug-21,EQ,"1,041.10","1,047.75","1,034.60","1,039.45","1,040.00","1,039.95","1,040.39","1,067.00",677.05,"31,22,161","3,24,82,79,309.35","99,846"
5-Aug-21,EQ,"1,040.00","1,073.00","1,033.70","1,039.95","1,058.80","1,061.15","1,059.48","1,073.00",677.05,"78,96,314","8,36,59,71,131.55","1,83,010"
6-Aug-21,EQ,"1,061.15","1,070.00","1,043.00","1,061.15","1,049.25","1,049.95","1,055.34","1,073.00",677.05,"1,15,84,782","12,22,58,36,727.95","1,07,623"
9-Aug-21,EQ,"1,057.80","1,066.75","1,043.50","1,049.95","1,047.15","1,050.55","1,054.05","1,073.00",677.05,"63,21,578","6,66,32,74,510.95","1,17,124"
10-Aug-21,EQ,"1,052.50","1,072.30","1,048.00","1,050.55","1,061.75","1,063.70","1,059.02","1,073.00",677.05,"58,71,606","6,21,81,68,316.70","99,218"
11-Aug-21,EQ,"1,070.95","1,079.00","1,057.15","1,063.70","1,067.00","1,066.95","1,068.80","1,079.00",677.05,"50,11,239","5,35,60,26,313.30","1,50,291"
12-Aug-21,EQ,"1,071.00","1,101.15","1,068.00","1,066.95","1,093.00","1,096.50","1,087.15","1,101.15",677.05,"65,40,144","7,11,01,38,443.15","1,89,459"
13-Aug-21,EQ,"1,099.00","1,123.95","1,090.20","1,096.50","1,123.95","1,119.45","1,113.54","1,123.95",677.05,"72,70,809","8,09,63,18,621.80","1,71,773"
16-Aug-21,EQ,"1,120.95","1,129.35","1,114.35","1,119.45","1,122.00","1,123.65","1,123.81","1,129.35",682.4,"31,59,376","3,55,05,27,603.20","96,215"
17-Aug-21,EQ,"1,119.25","1,151.95","1,112.55","1,123.65","1,141.80","1,142.95","1,140.03","1,151.95",682.4,"52,95,838","6,03,74,39,530.70","1,87,468"
18-Aug-21,EQ,"1,157.90","1,157.90","1,131.60","1,142.95","1,133.00","1,134.25","1,140.27","1,157.90",682.4,"48,71,006","5,55,42,76,904.20","1,54,948"
20-Aug-21,EQ,"1,107.50","1,140.75","1,107.20","1,134.25","1,120.00","1,117.35","1,124.09","1,157.90",682.4,"34,67,046","3,89,72,64,185.25","1,48,461"
23-Aug-21,EQ,"1,129.00","1,178.20","1,126.05","1,117.35","1,165.00","1,163.10","1,159.05","1,178.20",682.4,"93,83,780","10,87,62,99,203.55","2,44,369"
24-Aug-21,EQ,"1,167.95","1,173.00","1,150.00","1,163.10","1,151.90","1,152.90","1,156.46","1,178.20",682.4,"39,47,317","4,56,49,29,779.50","1,54,289"
25-Aug-21,EQ,"1,159.90","1,169.90","1,140.30","1,152.90","1,154.00","1,154.35","1,155.42","1,178.20",682.4,"34,47,912","3,98,37,80,287.00","1,08,757"
26-Aug-21,EQ,"1,159.90","1,172.00","1,155.00","1,154.35","1,168.10","1,167.45","1,165.28","1,178.20",682.4,"46,54,833","5,42,41,92,591.50","1,00,869"
