Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
13-Jan-20,EQ,874,891,872.1,876.5,887,882.5,880.35,"1,063.00",827.75,"1,04,195","9,17,28,418.05","5,242"
14-Jan-20,EQ,889,934.9,883.4,882.5,896,900.35,910.49,"1,063.00",827.75,"7,87,576","71,70,81,093.20","24,776"
15-Jan-20,EQ,900.3,910,895,900.35,902.05,901.4,902.3,"1,063.00",827.75,"75,668","6,82,75,455.70","6,721"
16-Jan-20,EQ,906.95,908.35,885,901.4,892.55,889.15,895.44,"1,063.00",827.75,"99,901","8,94,54,874.90","11,894"
17-Jan-20,EQ,893,904.5,882.45,889.15,893.95,898.1,894.98,"1,063.00",827.75,"85,568","7,65,81,336.80","10,711"
20-Jan-20,EQ,898.1,901.2,883.25,898.1,884,885.9,891.77,"1,063.00",827.75,"57,759","5,15,07,728.15","8,381"
21-Jan-20,EQ,883.5,886.8,878,885.9,880.1,880,880.28,"1,063.00",827.75,"7,31,989","64,43,56,020.85","8,185"
22-Jan-20,EQ,886,894,880.05,880,885.5,888.9,884.13,"1,063.00",827.75,"2,89,067","25,55,71,466.45","5,889"
23-Jan-20,EQ,889,914.05,881.05,888.9,914,911.1,906.8,"1,063.00",827.75,"1,78,428","16,17,99,167.00","8,024"
24-Jan-20,EQ,915,919.9,900.15,911.1,906,908.45,916.04,"1,063.00",827.75,"3,40,980","31,23,52,016.50","5,054"
27-Jan-20,EQ,907.95,909.45,886,908.45,892.8,891.1,900.83,"1,063.00",827.75,"56,764","5,11,34,789.60","5,436"
28-Jan-20,EQ,890,927.5,890,891.1,927,925.5,901.33,"1,063.00",827.75,"5,67,745","51,17,27,619.70","12,486"
29-Jan-20,EQ,933,949.7,930.3,925.5,932.95,936.6,938.9,"1,063.00",827.75,"1,40,355","13,17,78,678.55","7,413"
30-Jan-20,EQ,933,939.35,911.15,936.6,920,918.95,919.4,"1,063.00",827.75,"43,631","4,01,14,136.10","2,772"
31-Jan-20,EQ,920,932,910.05,918.95,927,929.85,925.92,"1,063.00",827.75,"51,751","4,79,17,190.75","3,550"
1-Feb-20,EQ,915.55,943,912.1,929.85,915,921.45,926.67,"1,063.00",827.75,"48,647","4,50,79,798.95","2,294"
3-Feb-20,EQ,920.1,929.3,884,921.45,892,893.85,899.54,"1,063.00",827.75,"5,98,456","53,83,34,522.45","14,641"
4-Feb-20,EQ,895.05,924.6,895.05,893.85,915,913.35,913.72,"1,063.00",827.75,"82,392","7,52,83,064.00","7,357"
5-Feb-20,EQ,920,923.9,913.35,913.35,920,920.95,920.09,"1,063.00",827.75,"48,743","4,48,47,804.55","2,534"
6-Feb-20,EQ,923.6,947.9,921.7,920.95,940,942.95,939.94,"1,063.00",827.75,"1,69,633","15,94,44,686.25","8,781"
7-Feb-20,EQ,949.05,956.95,918.2,942.95,929.05,937.4,939.46,"1,063.00",827.75,"13,80,903","1,29,73,09,999.20","17,921"
10-Feb-20,EQ,938.7,942.65,925.5,937.4,926.4,930.05,931.07,"1,063.00",827.75,"1,93,759","18,04,03,101.10","8,355"
11-Feb-20,EQ,935.2,938.05,907.2,930.05,911,913.3,917.83,"1,063.00",827.75,"86,789","7,96,57,623.40","16,235"
12-Feb-20,EQ,918,920,881,913.3,888.9,889.95,898.77,"1,063.00",827.75,"1,32,362","11,89,63,346.15","19,443"
13-Feb-20,EQ,896.9,897.55,884,889.95,891,891.7,889.53,"1,063.00",827.75,"81,925","7,28,74,572.95","8,551"
14-Feb-20,EQ,888,911.2,888,891.7,910,906.75,906.78,"1,063.00",827.75,"1,80,005","16,32,24,841.40","15,604"
17-Feb-20,EQ,913.95,924,907,906.75,914.65,916.95,918.16,"1,059.90",827.75,"82,913","7,61,27,265.40","7,286"
18-Feb-20,EQ,916.95,921,886.1,916.95,899,895.15,905.02,"1,059.90",827.75,"1,15,579","10,46,00,828.35","8,275"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
19-Feb-20,EQ,900,912.35,892,895.15,893,894.9,902.99,"1,059.90",827.75,"52,228","4,71,61,117.15","7,030"
20-Feb-20,EQ,896,914.5,894.1,894.9,900,900.65,900.87,"1,059.90",827.75,"2,36,728","21,32,61,970.70","8,794"
24-Feb-20,EQ,900,904.95,885,900.65,885,886.15,893.04,"1,059.90",827.75,"30,909","2,76,03,013.00","2,508"
25-Feb-20,EQ,888,894,879.5,886.15,884,884.35,885.66,"1,059.90",827.75,"1,74,600","15,46,36,248.80","4,064"
26-Feb-20,EQ,882.95,884,840,884.35,851,851.9,851.45,"1,059.90",827.75,"5,49,141","46,75,64,943.45","15,854"
27-Feb-20,EQ,863.75,900.9,851.25,851.9,895,896.7,883.47,"1,059.90",827.75,"2,58,200","22,81,11,327.85","15,298"
28-Feb-20,EQ,876.7,892,848,896.7,890,871.55,861.01,"1,059.90",827.75,"2,66,548","22,95,00,786.10","20,808"
2-Mar-20,EQ,876.1,888.15,864.45,871.55,868,876.55,873.4,"1,027.90",827.75,"1,41,075","12,32,14,876.15","17,260"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
3-Mar-20,EQ,878.95,893.55,862.15,876.55,862.15,873.45,875.09,"1,027.90",827.75,"5,51,864","48,29,29,074.25","19,734"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
4-Mar-20,EQ,869.1,869.95,814,873.45,839,840,848,"1,027.90",814,"6,42,750","54,50,54,875.20","9,929"
5-Mar-20,EQ,853.9,863.35,820.1,840,842,831.7,846.19,"1,027.90",814,"5,49,126","46,46,63,247.95","10,977"
6-Mar-20,EQ,824.95,834,810,831.7,819,821.4,817.73,"1,027.90",810,"1,49,805","12,24,99,750.05","10,854"
9-Mar-20,EQ,815.05,818.8,786.8,821.4,800,793.1,795.76,"1,017.90",786.8,"1,24,246","9,88,69,732.10","12,405"
11-Mar-20,EQ,798,811.1,768.85,793.1,773.5,778.45,778.97,"1,017.90",768.85,"2,82,634","22,01,64,686.05","16,136"
