Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
1-Jan-20,EQ,735,740,732.55,731.15,739.35,736.85,735.35,847,615.1,"21,12,415","1,55,33,68,748.80","36,769"
2-Jan-20,EQ,738.9,740.8,730.9,736.85,735.75,734.7,735.22,847,615.1,"56,58,200","4,16,00,25,335.75","1,02,483"
3-Jan-20,EQ,733.9,748,733.9,734.7,745,746,744.67,847,615.1,"78,82,938","5,87,01,73,302.35","1,05,632"
6-Jan-20,EQ,746.1,753.8,736.5,746,738.5,738.85,743.51,847,615.1,"65,19,403","4,84,72,36,982.15","1,29,992"
7-Jan-20,EQ,738,742.6,725.1,738.85,729.3,727.9,734.63,847,615.1,"78,99,363","5,80,31,19,824.55","1,89,680"
8-Jan-20,EQ,724.95,729,708.3,727.9,718.9,718.2,717.84,847,615.1,"86,39,443","6,20,17,07,522.40","2,32,857"
9-Jan-20,EQ,721.7,731.5,714.3,718.2,727.6,727.55,724.6,847,615.1,"1,35,21,186","9,79,74,55,291.55","1,61,064"
10-Jan-20,EQ,740.45,742.9,730.5,727.55,740,738.15,737.69,847,615.1,"93,41,405","6,89,10,78,451.30","1,45,267"
13-Jan-20,EQ,760,777.5,755,738.15,772.5,773.55,769.14,847,615.1,"3,69,52,038","28,42,11,29,304.65","7,53,340"
14-Jan-20,EQ,769.95,776.95,767.2,773.55,775.5,775.65,772.12,847,615.1,"1,14,14,418","8,81,32,64,899.15","2,89,583"
15-Jan-20,EQ,773.85,773.85,762.15,775.65,766.3,767.55,766.99,847,615.1,"60,47,430","4,63,82,98,219.05","96,319"
16-Jan-20,EQ,770.7,772.5,760.25,767.55,767.2,767,766.35,847,615.1,"57,40,586","4,39,93,09,408.85","93,520"
17-Jan-20,EQ,770.7,772.9,762.25,767,767.45,767.85,766.35,847,615.1,"37,62,957","2,88,37,43,849.90","98,313"
20-Jan-20,EQ,771.6,774.4,762.95,767.85,768.85,768.45,767.06,847,615.1,"38,87,680","2,98,20,74,923.85","81,096"
21-Jan-20,EQ,768.45,770.5,760.75,768.45,761.15,762.5,764.09,847,615.1,"44,48,374","3,39,89,77,857.25","83,703"
22-Jan-20,EQ,768.45,778,766,762.5,769.8,770.2,771.58,847,615.1,"97,33,935","7,51,04,99,147.55","1,48,501"
23-Jan-20,EQ,777.1,785.5,776.7,770.2,782.35,784.35,781.01,847,615.1,"1,25,28,017","9,78,45,66,374.55","1,97,205"
24-Jan-20,EQ,775.75,786.5,773.6,784.35,783,782.75,779.2,847,615.1,"75,40,490","5,87,55,59,436.25","1,31,263"
27-Jan-20,EQ,779.05,784.8,774.4,782.75,778.05,778.1,778.05,847,615.1,"37,41,610","2,91,11,59,552.35","1,02,550"
28-Jan-20,EQ,781,781.8,772,778.1,778,778,775.99,847,615.1,"51,21,009","3,97,38,33,551.80","1,08,248"
29-Jan-20,EQ,786.6,792.8,784.25,778,790,789.7,787.87,847,615.1,"68,32,757","5,38,33,35,132.00","83,287"
30-Jan-20,EQ,789.7,789.7,778,789.7,780.6,780.7,781.35,847,615.1,"38,59,680","3,01,57,75,801.15","98,962"
31-Jan-20,EQ,780.55,784.95,771.6,780.7,777.7,775.95,776.84,847,615.1,"60,92,028","4,73,25,47,586.75","72,176"
1-Feb-20,EQ,775.1,791.25,769.25,775.95,777,779.5,779.56,847,615.1,"51,04,062","3,97,89,23,966.60","1,05,374"
3-Feb-20,EQ,782,790.95,764.5,779.5,767.1,767.4,771.38,847,615.1,"64,16,745","4,94,97,38,299.40","1,32,708"
4-Feb-20,EQ,770.1,789.9,770.1,767.4,788.1,787.85,781.11,847,615.1,"57,71,311","4,50,80,19,532.10","1,26,688"
5-Feb-20,EQ,781,786,774.4,787.85,784.5,784.55,779.33,847,615.1,"63,10,409","4,91,78,72,804.05","1,42,904"
6-Feb-20,EQ,784.35,786.8,770,784.55,772,771.35,775.78,847,615.1,"73,41,622","5,69,55,12,989.35","1,33,662"
7-Feb-20,EQ,775.95,778.85,771,771.35,776,777.3,775.8,847,615.1,"28,53,344","2,21,36,20,887.90","53,815"
10-Feb-20,EQ,774,778,769.75,777.3,773,773.2,772.86,847,615.1,"38,27,682","2,95,82,64,287.05","50,917"
11-Feb-20,EQ,779,779.1,769.2,773.2,775,773.55,773.48,847,615.1,"43,12,817","3,33,58,59,222.95","83,764"
12-Feb-20,EQ,775.8,783.25,775.1,773.55,780.8,781.05,780.73,847,615.1,"29,48,825","2,30,22,28,797.45","80,507"
13-Feb-20,EQ,785,794,782.2,781.05,792.5,792.25,787.51,847,615.1,"43,87,430","3,45,51,29,906.00","80,876"
14-Feb-20,EQ,794.5,799.2,784.6,792.25,786.3,786.45,791.78,847,615.1,"53,21,680","4,21,35,73,742.60","1,03,460"
17-Feb-20,EQ,790.3,793.45,783.3,786.45,788.85,789.45,789.21,847,615.1,"29,29,629","2,31,20,85,827.25","69,780"
18-Feb-20,EQ,785,799.05,783.65,789.45,798.5,797.65,793.27,847,615.1,"50,83,346","4,03,24,62,343.75","1,03,674"
19-Feb-20,EQ,800,804.85,796.15,797.65,800.4,800.45,799.62,847,615.1,"39,85,192","3,18,66,37,946.20","79,345"
19-Feb-20,EQ,800,804.85,796.15,797.65,800.4,800.45,799.62,847,615.1,"39,85,192","3,18,66,37,946.20","79,345"
19-Feb-20,EQ,800,804.85,796.15,797.65,800.4,800.45,799.62,847,615.1,"39,85,192","3,18,66,37,946.20","79,345"
